Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2026,115,1443,93,1308,70,H,0,30,59,11,25,22,31,4,36,20,9,9,0,23,20,61,5,30,25,34,11,31,13,13,4,3,21
2026,115,1194,77,1396,73,H,0,29,56,7,17,12,18,11,22,9,12,3,3,12,26,51,7,19,14,18,5,20,9,8,5,2,17
2026,115,1421,77,1205,71,A,0,27,55,8,22,15,24,15,24,10,10,3,3,12,25,53,8,25,13,18,5,18,12,6,5,2,20
2026,115,1423,88,1299,65,H,0,33,69,12,27,10,14,15,27,18,4,5,2,17,24,54,6,24,11,16,6,23,6,9,0,3,13
2026,115,1422,85,1151,80,A,0,28,64,9,27,20,25,8,29,12,10,7,0,19,27,64,12,38,14,18,7,29,17,10,3,5,19
2026,115,1316,76,1195,70,H,0,23,58,9,32,21,26,10,32,10,11,1,0,18,25,67,6,27,14,19,14,25,13,5,8,5,22
2026,115,1240,80,1174,70,H,0,26,56,11,24,17,18,8,30,20,9,5,3,16,22,55,11,30,15,19,7,22,10,11,6,3,17
2026,115,1244,74,1251,65,H,0,28,55,11,18,7,12,10,22,14,12,8,6,17,19,42,8,22,19,23,1,20,11,12,8,5,13
2026,115,1420,70,1136,58,H,0,24,51,5,19,17,19,10,30,6,12,3,4,15,18,51,8,23,14,20,6,17,8,10,6,1,16
2026,115,1382,94,1348,76,H,0,33,59,10,22,18,23,10,24,19,10,11,7,18,26,57,10,21,14,16,8,18,15,13,6,2,14
2026,115,1158,85,1214,71,A,0,30,57,5,11,20,29,12,28,20,9,7,4,16,23,57,10,29,15,19,7,19,14,10,7,2,21
2026,114,1388,86,1365,67,H,0,32,65,11,26,11,14,21,30,18,13,7,3,14,24,59,8,24,11,13,6,15,8,8,7,3,16
2026,114,1332,85,1458,71,H,0,28,54,9,19,20,25,5,30,19,8,8,8,11,22,66,14,45,13,16,16,23,17,12,4,1,18
2026,114,1361,89,1429,72,H,0,30,55,7,16,22,33,12,26,18,12,3,3,21,23,57,8,27,16,24,12,18,11,12,6,1,25
2026,114,1143,73,1374,69,H,0,26,65,9,32,12,15,9,24,17,8,7,3,19,25,55,8,21,11,26,13,31,13,14,4,3,15
2026,114,1116,99,1401,84,H,0,33,65,4,17,29,33,13,23,18,9,9,4,17,30,57,8,25,16,23,6,22,18,16,3,1,22
2026,114,1104,100,1280,75,H,0,34,71,22,50,10,13,15,33,23,13,6,1,12,27,71,15,41,6,12,12,24,15,12,8,4,14
2026,114,1160,79,1243,70,H,0,25,58,9,25,20,28,8,35,16,17,6,7,15,26,67,5,23,13,18,9,27,13,14,7,2,19
2026,114,1234,74,1326,57,H,0,27,47,5,18,15,17,4,24,15,7,7,0,19,18,43,7,14,14,21,5,18,9,11,3,2,17
2026,114,1213,80,1424,67,H,0,25,47,7,15,23,31,7,34,11,13,1,6,21,23,57,7,17,14,28,7,20,8,8,7,3,27
2026,114,1261,106,1279,99,A,0,35,70,11,21,25,29,10,30,24,11,3,6,20,36,78,5,16,22,29,14,25,21,6,8,4,22
2026,114,1434,74,1179,71,H,0,24,54,12,28,14,17,10,19,14,11,3,1,12,27,56,8,22,9,13,9,22,14,11,4,2,16
2026,114,1390,75,1338,67,H,0,29,58,7,20,10,10,10,19,11,9,9,3,11,24,49,9,23,10,15,8,19,13,13,6,2,14
2026,114,1344,94,1462,84,H,0,33,61,9,18,19,25,8,26,8,4,2,3,14,34,68,5,22,11,15,10,23,6,5,1,2,17
2026,114,1163,72,1385,40,H,0,28,59,7,25,9,11,9,32,20,5,6,9,18,11,56,5,20,13,17,16,21,8,8,0,4,11
2026,114,1196,84,1400,71,A,0,32,54,8,18,12,15,7,22,15,9,8,11,17,25,58,5,13,16,21,14,16,2,12,6,1,13
2026,114,1304,74,1268,61,H,0,23,53,10,29,18,24,7,28,18,6,7,2,10,21,56,12,36,7,8,7,27,15,11,2,4,19
2026,114,1435,88,1208,80,H,0,30,61,7,26,21,24,11,25,16,5,5,4,19,24,52,10,24,22,29,8,21,8,8,4,3,22
2026,114,1248,70,1159,69,A,0,27,63,7,26,9,15,12,25,12,5,1,3,11,26,56,6,16,11,14,6,28,18,5,2,1,16
2026,114,1250,78,1110,73,A,0,26,50,6,18,20,28,5,27,17,10,4,4,15,25,61,9,31,14,22,12,21,10,5,6,0,21
2026,114,1386,81,1206,63,H,0,32,62,11,30,6,9,4,22,18,3,6,3,13,23,58,6,24,11,14,12,24,10,11,1,1,9
2026,114,1172,67,1182,56,A,0,23,57,6,23,15,22,12,30,15,10,5,7,11,21,59,5,24,9,14,9,24,11,9,3,5,17
2026,114,1131,78,1221,63,H,0,29,52,7,21,13,16,5,28,12,9,7,4,11,23,57,8,23,9,12,7,18,13,8,4,0,14
2026,114,1437,82,1139,73,H,0,31,63,10,32,10,14,8,20,17,9,8,1,19,24,53,3,13,22,27,10,28,10,14,4,0,15
2026,114,1352,73,1178,62,H,0,23,61,10,28,17,22,15,24,17,6,9,5,11,25,56,4,16,8,10,8,27,12,12,5,6,19
2026,114,1297,81,1156,70,A,0,26,51,10,28,19,26,7,31,17,14,7,5,22,24,60,5,24,17,21,8,22,11,12,2,1,24
2026,114,1459,72,1190,69,A,0,25,62,8,27,14,18,10,20,14,6,5,1,15,27,51,2,13,13,22,7,28,13,12,5,2,15
2026,114,1474,96,1184,79,A,0,28,55,10,22,30,38,8,25,15,7,9,1,18,25,57,9,26,20,28,12,24,13,11,7,6,24
2026,113,1416,97,1140,84,A,0,36,64,14,24,11,14,8,32,25,15,5,2,17,29,71,9,27,17,20,12,22,11,9,6,5,14
2026,113,1305,67,1307,60,H,0,23,58,5,17,16,22,11,33,17,13,7,5,19,21,55,6,21,12,21,7,25,12,13,8,3,18
2026,113,1417,81,1425,62,H,0,31,63,7,20,12,14,8,23,18,5,8,4,16,21,60,8,26,12,16,17,24,11,14,2,5,16
2026,113,1112,87,1124,80,A,0,30,61,9,21,18,23,13,24,17,7,2,2,17,29,59,7,22,15,21,9,21,14,5,2,3,17
2026,113,1235,75,1428,59,A,0,28,59,7,23,12,18,8,24,15,9,10,3,18,21,46,6,18,11,16,4,26,13,18,6,5,14
2026,113,1281,73,1397,69,H,0,26,55,4,17,17,22,9,21,9,8,9,3,13,27,63,7,24,8,14,18,24,13,15,7,4,14
2026,113,1161,74,1201,70,H,0,26,58,9,29,13,17,11,24,15,11,7,3,11,27,58,8,21,8,11,8,23,13,12,6,1,16
2026,113,1395,90,1113,78,H,0,27,64,8,23,28,40,17,23,22,7,10,4,23,28,61,5,20,17,23,8,26,21,13,3,6,29
2026,113,1129,72,1461,62,H,0,25,53,5,21,17,19,10,25,11,12,3,7,12,24,57,7,26,7,9,7,16,12,9,10,4,15
2026,113,1274,83,1199,73,A,0,31,59,9,21,12,19,16,26,15,18,7,5,17,27,59,8,28,11,16,7,16,12,12,7,7,18
2026,113,1328,91,1120,79,H,0,30,57,13,19,18,25,11,17,12,9,10,6,21,25,53,8,19,21,27,14,21,11,14,6,7,17
2026,113,1276,77,1278,67,H,0,29,58,14,33,5,5,10,29,19,14,3,2,9,25,55,12,34,5,6,1,17,15,8,8,3,9
2026,113,1157,76,1209,71,A,0,27,68,10,31,12,15,14,27,10,6,4,3,15,25,60,5,16,16,19,9,27,7,7,4,3,17
2026,113,1181,100,1323,56,A,0,27,59,12,33,34,38,14,35,20,9,11,1,20,19,52,7,26,11,19,5,22,9,15,1,0,22
2026,113,1438,90,1301,61,H,0,31,58,12,26,16,18,7,33,17,12,7,12,15,20,68,9,33,12,15,16,20,14,10,8,6,15
2026,113,1403,80,1153,68,H,0,27,52,10,25,16,20,12,28,14,12,3,6,14,25,62,8,24,10,13,11,13,8,3,5,1,16
2026,113,1173,77,1387,62,H,0,24,51,8,20,21,28,5,25,18,10,5,5,14,22,55,5,21,13,16,8,27,10,15,5,2,22
2026,113,1329,91,1452,84,H,0,31,63,10,23,19,27,13,27,17,10,6,3,16,33,68,12,31,6,12,12,21,15,11,7,4,17
2026,113,1321,72,1231,68,A,0,26,54,6,13,14,18,11,23,15,9,4,3,13,23,50,10,28,12,14,5,18,18,10,3,2,16
2026,113,1266,76,1207,60,A,0,31,61,8,24,6,11,10,21,14,9,11,2,13,23,61,4,25,10,13,17,24,15,15,5,4,10
2026,113,1103,99,1138,85,H,0,32,58,9,21,26,29,8,30,18,17,8,0,21,25,67,9,33,26,33,17,19,12,14,9,4,20
2026,113,1407,78,1418,59,H,0,25,50,7,18,21,24,14,20,19,10,6,5,10,23,54,7,24,6,8,11,12,9,10,4,4,18
2026,113,1267,97,1330,88,H,0,40,67,9,28,8,10,8,23,22,7,4,7,15,33,70,4,18,18,20,14,20,8,8,5,3,11
2026,113,1246,72,1376,63,A,0,26,66,7,25,13,18,18,30,15,15,8,3,17,21,57,8,29,13,17,5,23,9,12,8,4,16
2026,113,1203,104,1247,77,A,0,39,58,10,22,16,20,7,27,24,13,8,8,20,24,58,11,26,18,24,12,15,16,14,10,2,17
2026,113,1449,79,1353,72,A,0,28,56,7,19,16,21,7,27,15,10,4,3,24,23,58,3,14,23,32,8,21,10,7,6,1,17
2026,112,1242,69,1222,56,H,0,22,50,7,17,18,20,7,31,11,12,3,6,9,21,66,5,24,9,9,13,20,7,8,6,3,14
2026,112,1212,83,1290,62,H,0,28,52,5,13,22,31,7,31,15,20,8,4,18,24,62,6,24,8,15,10,23,12,19,12,2,23
2026,112,1314,77,1257,74,H,0,30,56,8,22,9,19,7,25,13,9,5,3,12,26,67,14,39,8,11,16,25,9,10,9,4,20
2026,111,1458,84,1234,71,H,0,28,52,10,24,18,20,5,24,17,8,6,3,12,28,59,7,26,8,11,9,20,13,9,4,2,16
2026,111,1409,100,1427,74,H,0,34,63,12,29,20,25,11,29,23,7,9,2,11,27,61,11,26,9,11,5,20,13,11,4,2,18
2026,111,1317,73,1194,72,H,0,23,55,5,18,22,29,13,27,11,9,4,1,18,27,57,9,19,9,14,6,23,19,6,4,5,23
2026,111,1324,81,1454,70,H,0,29,56,10,20,13,20,9,21,19,9,10,5,14,27,64,9,29,7,9,18,24,19,15,6,5,14
2026,111,1352,81,1460,68,A,0,29,55,7,16,16,17,6,24,11,10,8,1,12,24,55,5,16,15,17,9,18,7,14,8,2,16
2026,111,1373,72,1389,63,H,0,21,43,2,6,28,34,9,25,11,11,4,1,15,22,55,7,20,12,16,10,16,9,9,8,2,21
2026,111,1277,66,1326,60,H,0,22,55,4,15,18,25,15,28,18,9,2,2,17,23,52,4,22,10,17,4,22,9,5,5,2,21
2026,111,1178,74,1453,70,H,0,24,56,5,13,21,22,9,25,10,12,10,3,16,23,52,8,19,16,18,5,23,10,13,8,1,14
2026,111,1110,75,1248,61,A,0,27,55,13,26,8,11,7,24,16,7,5,0,16,24,48,2,12,11,16,5,20,18,7,3,3,14
2026,111,1412,78,1272,67,A,0,27,59,6,19,18,25,11,23,15,12,12,5,12,27,59,4,18,9,14,9,23,9,15,7,6,19
2026,111,1221,72,1137,63,A,0,24,51,9,19,15,18,5,24,12,11,6,2,12,23,62,4,21,13,15,13,22,9,10,8,0,18
2026,111,1250,70,1131,67,H,0,25,50,8,19,12,13,8,20,15,10,6,2,8,28,56,7,21,4,5,7,18,11,8,7,0,16
2026,110,1140,79,1235,69,H,0,29,58,7,25,14,20,12,27,13,11,7,2,15,23,54,8,24,15,19,6,22,13,10,6,1,20
2026,110,1388,83,1450,67,A,0,32,59,10,20,9,12,13,25,12,10,8,7,15,25,57,7,19,10,13,9,16,10,10,5,2,14
2026,110,1305,80,1429,77,H,0,25,49,10,19,20,27,11,29,17,15,3,7,15,25,62,15,34,12,19,12,18,19,10,12,0,23
2026,110,1365,94,1362,73,A,0,34,70,13,31,13,14,12,26,14,10,14,3,19,25,54,12,29,11,14,3,20,12,17,8,5,13
2026,110,1218,78,1364,75,H,0,25,58,5,18,23,34,9,27,6,9,5,2,19,25,58,7,20,18,23,7,28,12,12,4,1,27
2026,110,1471,71,1414,69,A,0,26,59,10,25,9,11,11,25,19,9,6,5,10,28,67,8,18,5,7,14,22,18,8,5,5,14
2026,110,1168,88,1167,80,A,0,29,58,16,33,14,21,6,29,18,11,3,3,20,27,64,7,25,19,23,11,26,10,10,3,3,20
2026,110,1451,92,1285,72,H,0,33,56,9,18,17,21,9,25,16,11,7,1,14,25,56,8,24,14,17,7,15,12,10,7,3,19
2026,110,1211,71,1334,62,H,0,24,56,5,19,18,29,13,19,7,4,5,7,14,23,49,5,13,11,16,10,26,10,15,2,2,23
2026,110,1416,73,1428,71,A,0,30,57,7,16,6,9,8,20,15,9,8,4,11,28,57,8,23,7,7,9,20,18,11,2,4,10
2026,110,1308,67,1431,63,H,0,27,66,8,26,5,7,14,24,14,4,2,5,11,22,55,8,27,11,13,10,25,5,6,2,3,11
2026,110,1120,75,1246,74,H,0,25,62,5,19,20,24,13,20,12,11,9,5,14,27,65,6,23,14,17,17,21,15,14,7,3,19
2026,110,1401,75,1328,71,A,0,27,62,10,25,11,20,14,25,14,5,6,4,20,20,61,11,30,20,24,18,26,11,8,3,5,19
2026,110,1417,95,1228,94,H,0,34,67,11,28,16,19,8,19,21,5,5,1,21,28,69,13,42,25,31,20,23,19,9,2,5,18
2026,110,1125,87,1232,70,H,0,33,65,8,31,13,15,7,28,17,9,11,2,12,27,62,9,30,7,8,7,26,17,13,8,5,12
2026,110,1307,80,1201,78,A,0,31,60,7,19,11,13,8,22,7,9,6,3,13,33,63,7,23,5,9,11,22,14,11,5,1,18
2026,110,1461,70,1213,65,A,0,24,60,8,30,14,19,12,26,13,10,8,0,21,22,54,7,20,14,19,10,26,9,15,4,3,19
2026,110,1270,70,1394,54,H,0,25,57,4,18,16,22,11,22,12,10,11,5,16,20,45,9,22,5,8,6,23,13,22,2,1,19
2026,110,1290,72,1411,71,H,0,27,57,5,18,13,20,11,23,14,13,6,2,21,24,51,4,14,19,28,7,22,8,11,5,4,17
2026,110,1202,76,1459,67,A,0,27,52,9,17,13,17,6,29,14,10,4,2,14,25,57,7,26,10,19,9,21,12,7,6,1,19
2026,110,1181,68,1276,63,H,0,25,55,6,19,12,17,13,28,17,11,4,5,17,22,55,6,25,13,18,8,20,15,7,7,7,16
2026,110,1115,84,1341,82,H,0,31,53,7,21,15,20,6,17,17,10,11,1,19,26,52,5,18,25,28,10,19,12,14,5,1,15
2026,110,1371,51,1207,47,H,0,17,55,0,18,17,26,17,27,9,13,10,9,16,15,55,4,23,13,23,16,22,7,13,6,4,21
2026,110,1104,90,1261,83,A,0,25,58,10,30,30,37,13,26,13,8,5,4,21,29,69,9,20,16,22,18,21,14,10,4,4,28
2026,110,1350,99,1382,94,H,0,32,57,14,31,21,28,6,23,16,9,7,3,15,35,66,12,26,12,16,10,22,17,10,6,1,19
2026,110,1455,69,1396,57,H,0,21,50,6,12,21,29,13,26,6,11,4,1,17,20,55,5,13,12,19,10,18,5,7,6,3,19
2026,110,1380,87,1212,73,H,0,30,51,8,16,19,23,3,23,22,17,12,3,19,25,57,4,16,19,26,11,20,15,15,9,1,20
2026,110,1161,83,1361,74,H,0,23,49,13,31,24,29,9,24,16,13,5,1,21,23,60,8,22,20,24,15,20,11,12,6,1,22
2026,110,1143,72,1390,66,H,0,22,63,9,26,19,23,15,31,11,10,3,4,19,20,60,8,28,18,29,14,26,10,10,7,6,15
2026,110,1138,86,1269,82,A,0,26,54,12,24,22,30,6,19,18,11,11,2,16,30,58,9,25,13,22,11,24,21,14,7,2,23
2026,110,1163,73,1437,63,A,0,28,51,6,19,11,13,10,27,19,14,3,8,15,24,59,6,24,9,14,11,13,12,10,8,4,14
2026,110,1395,60,1452,54,H,0,18,53,6,16,18,27,19,20,13,12,11,2,9,20,49,5,21,9,12,9,19,12,16,7,8,16
2026,110,1421,74,1347,73,H,0,31,65,5,13,7,14,10,28,13,8,8,6,22,22,59,10,21,19,30,13,28,11,12,3,4,15
2026,110,1116,94,1281,86,H,0,32,61,8,18,22,25,11,20,20,5,5,5,17,31,56,7,21,17,23,7,19,18,10,2,4,19
2026,110,1124,73,1113,68,H,0,29,51,9,21,6,13,5,21,16,13,6,0,16,25,56,6,20,12,16,9,21,11,11,8,1,14
2026,110,1332,71,1425,70,A,0,23,51,4,16,21,27,8,25,11,15,10,5,16,23,60,6,19,18,24,13,22,13,11,11,8,17
2026,110,1219,89,1457,87,H,0,27,55,11,31,24,30,9,25,17,13,2,7,24,32,73,8,27,15,20,18,23,12,10,6,3,23
2026,110,1392,79,1214,72,H,0,25,46,9,23,20,27,6,25,10,16,10,7,16,25,59,8,21,14,19,13,19,11,14,12,2,21
2026,110,1190,87,1422,75,A,0,33,55,9,20,12,14,6,20,14,12,7,2,13,28,54,9,24,10,15,8,18,13,13,10,0,14
2026,110,1369,70,1114,65,A,0,25,56,5,22,15,22,11,27,8,14,7,3,15,22,58,4,15,17,19,9,22,14,9,7,6,16
2026,110,1443,94,1251,73,A,0,31,59,10,21,22,23,10,24,14,9,10,1,24,25,45,6,21,17,29,1,19,12,12,6,4,17
2026,110,1241,80,1209,65,A,0,31,55,2,15,16,22,13,24,8,13,9,1,17,22,54,6,16,15,18,6,14,9,12,8,6,20
2026,110,1160,83,1329,69,H,0,29,61,11,27,14,18,10,26,20,12,11,3,17,23,61,5,23,18,25,15,24,8,15,8,2,15
2026,110,1208,91,1400,80,H,0,34,57,11,20,12,14,8,16,17,5,5,6,20,28,49,6,12,18,24,6,16,12,9,3,3,15
2026,110,1391,76,1316,71,H,0,28,61,13,32,7,13,14,23,20,12,5,2,16,26,57,10,27,9,14,11,21,13,10,6,1,15
2026,110,1358,82,1240,78,H,0,26,53,7,19,23,28,11,25,14,12,3,3,14,28,60,8,21,14,18,7,20,11,6,6,0,22
2026,110,1112,73,1222,66,A,0,25,56,3,12,20,31,12,25,10,5,9,2,19,20,56,8,26,18,22,13,26,12,12,2,3,24
2026,110,1268,64,1449,60,H,0,23,57,10,23,8,11,14,22,12,8,4,2,9,24,52,5,22,7,7,4,19,9,6,3,3,11
2026,110,1355,91,1315,83,H,0,28,59,14,29,21,25,14,26,19,8,5,2,14,31,60,13,31,8,12,6,19,17,7,2,3,20
2026,110,1379,86,1330,81,H,0,30,55,6,12,20,30,14,25,11,26,11,8,19,25,58,10,21,21,27,9,16,11,19,12,5,23
2026,110,1403,100,1243,72,H,0,34,62,13,28,19,23,10,30,19,6,1,8,15,28,64,6,20,10,17,9,19,8,6,3,3,18
2026,110,1247,59,1348,46,H,0,16,52,6,16,21,31,18,32,6,14,3,2,21,16,55,2,18,12,20,13,23,7,9,5,6,22
2026,110,1257,87,1210,70,H,0,27,52,14,31,19,20,6,24,15,18,11,2,13,28,61,3,18,11,12,10,19,13,17,9,2,16
2026,110,1304,87,1336,64,H,0,32,62,14,35,9,12,10,26,22,11,7,4,14,24,57,4,20,12,17,10,23,13,15,6,1,13
2026,110,1438,86,1274,83,H,0,29,50,12,24,16,18,4,19,18,9,6,8,17,29,61,9,18,16,17,12,18,16,9,9,2,15
2026,110,1397,69,1435,65,A,0,25,58,4,12,15,21,14,25,8,9,8,3,17,22,53,9,23,12,18,8,22,13,10,6,8,18
2026,110,1173,78,1182,66,H,0,23,52,8,21,24,32,11,23,14,8,5,6,18,20,53,8,19,18,24,13,20,12,13,3,4,22
2026,110,1338,73,1323,68,H,0,22,49,11,24,18,27,10,26,16,10,5,0,14,26,65,9,38,7,14,16,22,14,8,7,3,19
2026,110,1159,101,1259,98,H,0,31,65,8,27,31,35,5,39,18,10,4,7,18,33,80,14,36,18,23,11,30,17,8,5,2,24
2026,110,1217,73,1165,54,A,0,25,58,9,28,14,19,13,25,23,6,6,3,13,20,55,3,22,11,13,9,24,10,8,5,3,13
2026,110,1463,74,1335,70,H,0,27,61,6,26,14,18,12,26,13,10,4,6,19,25,59,10,19,10,14,9,26,14,9,6,1,20
2026,110,1447,65,1384,56,A,0,20,51,7,27,18,23,11,28,10,15,7,2,15,21,58,6,22,8,17,14,20,14,12,11,2,18
2026,110,1220,82,1318,68,A,0,28,54,11,26,15,22,7,28,9,6,1,4,15,27,65,6,23,8,12,12,26,17,6,4,1,19
2026,110,1273,89,1359,86,H,0,32,50,7,17,18,25,5,27,16,13,4,5,20,30,64,6,16,20,23,10,18,12,6,7,0,22
2026,110,1398,80,1188,53,H,0,31,54,8,19,10,13,9,28,14,12,9,4,13,21,50,8,24,3,11,6,15,9,15,7,2,11
2026,110,1292,78,1174,66,H,0,27,62,7,29,17,19,15,23,14,5,8,2,13,21,44,6,20,18,21,2,22,5,11,4,2,14
2026,110,1139,80,1462,75,H,0,26,55,3,11,25,33,8,27,14,6,2,2,8,28,63,10,32,9,11,8,24,13,7,3,4,21
2026,110,1153,84,1242,68,A,0,31,64,12,31,10,15,14,26,16,10,8,1,13,27,61,4,18,10,13,9,20,11,10,5,2,12
2026,110,1314,77,1393,64,A,0,28,54,6,16,15,28,9,29,10,10,5,4,18,25,59,3,17,11,16,9,25,6,10,4,5,23
2026,110,1420,66,1107,62,H,0,24,57,8,20,10,13,10,20,12,7,6,1,10,26,50,7,17,3,4,5,23,8,12,4,3,14
2026,110,1157,79,1267,75,H,0,24,61,7,23,24,34,16,31,7,13,6,10,16,27,71,5,20,16,18,13,29,8,10,8,5,22
2026,110,1376,97,1280,89,H,0,31,56,12,24,23,27,4,28,20,6,4,2,24,31,69,10,33,17,30,15,22,15,6,5,0,21
2026,110,1196,94,1279,75,A,0,32,56,11,22,19,22,8,31,26,19,7,3,22,25,61,2,16,23,26,8,16,12,11,10,2,16
2026,110,1385,81,1166,52,H,0,29,63,3,14,20,23,10,34,20,11,10,6,17,17,53,6,22,12,18,5,25,12,18,6,3,19
2026,110,1224,100,1300,67,H,0,37,61,11,22,15,20,12,23,26,13,6,6,13,27,60,2,15,11,19,12,16,11,14,8,0,17
2026,110,1386,75,1260,61,H,0,26,58,8,25,15,17,9,29,15,8,5,4,8,21,57,9,26,10,14,9,23,14,12,4,3,15
2026,110,1278,80,1353,61,H,0,30,50,15,26,5,7,5,26,23,10,2,2,7,24,54,7,18,6,8,6,16,23,7,5,1,10
2026,110,1439,82,1448,63,H,0,31,61,11,28,9,16,13,24,20,5,3,0,19,23,61,6,30,11,16,15,17,10,7,2,2,19
2026,110,1199,70,1155,65,A,0,23,46,10,24,14,16,5,23,9,10,6,5,15,21,56,10,33,13,15,10,19,13,8,5,4,14
2026,109,1345,93,1231,64,H,0,33,51,10,18,17,25,6,24,24,7,6,1,19,24,46,7,20,9,15,1,14,13,11,0,2,22
2026,109,1387,88,1433,75,H,0,34,66,10,25,10,19,13,29,16,15,9,4,21,21,64,9,29,24,32,18,24,10,16,11,3,16
2026,109,1233,72,1389,64,H,0,25,62,6,24,16,21,14,28,9,18,8,6,16,24,66,8,30,8,10,13,25,11,18,12,6,20
2026,109,1178,91,1454,86,H,0,30,56,10,21,21,26,9,23,13,10,5,5,19,33,65,11,26,9,19,14,19,17,11,6,7,19
2026,109,1453,73,1324,68,A,0,25,55,10,22,13,15,8,21,16,8,6,5,15,23,62,5,25,17,17,17,23,11,11,6,6,13
2026,108,1142,86,1218,75,A,0,28,62,8,28,22,27,5,29,9,13,9,2,28,23,60,3,23,26,38,13,31,2,17,4,4,24
2026,108,1168,93,1413,92,H,0,33,53,10,25,17,19,7,23,22,11,1,5,26,28,56,12,29,24,32,10,15,23,6,8,2,22
2026,108,1414,69,1253,58,A,0,24,46,4,10,17,26,7,32,14,22,8,8,15,21,66,2,18,14,17,16,19,7,16,10,6,21
2026,108,1411,83,1115,64,A,0,33,63,9,26,8,9,7,30,16,8,10,2,16,20,56,9,30,15,24,11,24,14,12,4,4,12
2026,108,1451,82,1286,79,H,0,32,71,4,17,14,19,16,26,14,9,11,1,13,29,58,7,24,14,18,6,27,11,12,6,5,15
2026,108,1341,72,1290,62,A,0,25,55,4,15,18,27,15,28,9,13,7,3,20,21,57,3,19,17,19,7,21,8,11,7,1,24
2026,108,1220,79,1214,43,H,0,33,58,7,20,6,8,8,29,17,8,6,5,12,16,60,4,23,7,11,18,18,11,13,1,2,10
2026,108,1378,87,1272,66,H,0,24,66,9,30,30,35,22,30,15,10,6,7,18,21,64,9,24,15,20,17,22,14,13,3,6,23
2026,108,1219,74,1421,48,H,0,27,63,6,29,14,18,15,27,12,8,11,4,14,18,57,5,22,7,13,15,21,9,16,3,10,14
2026,108,1347,82,1205,70,H,0,25,55,10,30,22,24,10,22,15,13,7,0,14,29,55,4,15,8,14,7,21,6,14,10,1,16
2026,108,1254,91,1384,89,A,0,37,65,5,11,12,22,11,18,10,12,15,6,17,31,58,11,18,16,20,11,23,14,21,9,1,19
2026,108,1180,70,1318,61,A,0,24,42,7,18,15,24,1,30,13,15,8,3,12,22,56,6,20,11,14,7,22,10,11,6,1,20
2026,108,1158,74,1299,61,A,0,27,61,10,26,10,14,12,26,19,8,7,4,14,22,54,7,24,10,15,10,25,12,12,3,5,13
2026,108,1151,94,1273,90,A,0,35,57,10,22,14,17,9,24,14,8,5,0,20,31,56,12,23,16,27,9,16,10,6,3,2,16
2026,108,1122,77,1316,76,A,0,26,66,4,17,21,29,13,24,14,12,12,1,20,23,56,5,23,25,32,9,30,9,15,6,1,23
2026,108,1267,94,1111,93,A,0,34,59,11,25,15,21,7,20,15,5,6,1,25,27,53,11,28,28,40,13,19,12,7,3,1,17
2026,108,1420,75,1436,62,H,0,22,57,11,26,20,25,10,35,8,8,3,2,12,22,63,10,28,8,10,7,29,12,7,6,1,16
2026,107,1211,80,1362,59,A,0,34,62,5,17,7,8,6,27,19,7,11,4,17,20,56,5,24,14,22,12,22,13,13,1,1,12
2026,107,1161,91,1424,86,A,0,32,54,7,20,20,27,9,20,22,7,5,2,21,30,58,9,23,17,23,11,18,12,8,6,4,23
2026,107,1429,75,1129,56,H,0,29,53,8,21,9,13,6,21,14,7,6,4,11,21,57,7,22,7,9,13,19,11,12,3,2,12
2026,107,1228,101,1425,65,A,0,32,62,13,29,24,26,13,28,21,9,7,8,19,23,62,7,18,12,20,13,17,16,14,5,2,22
2026,107,1450,87,1334,70,H,0,34,60,14,28,5,8,7,28,18,7,4,1,15,27,63,8,21,8,11,11,21,12,10,3,2,14
2026,107,1112,75,1140,68,H,0,29,64,9,21,8,12,12,27,16,9,8,3,12,25,58,5,19,13,16,9,23,7,9,4,5,14
2026,107,1242,81,1329,69,A,0,28,61,11,24,14,16,10,31,20,12,5,7,14,23,66,7,28,16,21,15,23,13,9,8,0,13
2026,107,1438,94,1210,68,A,0,36,79,14,37,8,13,20,31,23,14,12,9,13,24,64,4,19,16,19,10,24,14,16,8,3,15
2026,107,1385,76,1266,70,A,0,26,58,8,25,16,24,13,28,17,12,6,4,19,26,61,6,21,12,16,10,23,12,10,8,2,19
2026,107,1281,81,1435,80,H,0,23,52,10,20,25,32,10,24,16,14,8,2,20,28,65,10,25,14,18,16,21,11,11,10,5,21
2026,107,1280,91,1120,85,H,0,31,62,16,30,13,17,9,25,17,6,6,11,23,24,62,12,26,25,31,17,24,12,8,6,3,15
2026,107,1428,61,1452,56,A,0,21,52,5,16,14,21,12,26,10,12,4,4,14,22,52,5,23,7,15,7,21,7,8,5,1,18
2026,107,1194,60,1427,52,A,0,22,60,4,19,12,18,11,32,11,10,3,7,14,20,65,6,26,6,12,15,32,8,12,9,4,16
2026,107,1321,78,1268,74,H,0,25,52,12,21,16,25,6,18,20,8,12,3,16,24,54,8,24,18,21,13,23,15,15,4,4,18
